Date,Adj Close,Close,High,Low,Open,Volume
2025-11-28,410.0045471191406,411.75,415.25,408.6499938964844,414.0,6690232
2025-12-01,415.4812316894531,417.25,419.20001220703125,413.5,415.8999938964844,9650320
2025-12-02,411.29901123046875,413.04998779296875,418.6499938964844,411.0,418.04998779296875,11215451
2025-12-03,402.23760986328125,403.95001220703125,412.70001220703125,403.3999938964844,412.0,12294040
2025-12-04,405.4240417480469,407.1499938964844,409.5,401.75,405.79998779296875,10865110
2025-12-05,405.1750793457031,406.8999938964844,410.70001220703125,405.3500061035156,409.0,11774958
2025-12-08,384.7619934082031,386.3999938964844,406.45001220703125,385.0,406.45001220703125,25593778
2025-12-09,387.799072265625,389.45001220703125,391.0,380.54998779296875,385.04998779296875,19270896
2025-12-10,385.7079772949219,387.3500061035156,391.45001220703125,385.75,390.0,8372979
2025-12-11,385.8573303222656,387.5,390.0,385.1499938964844,386.0,7666925
2025-12-12,387.799072265625,389.45001220703125,394.1000061035156,388.0,388.0,12661065
2025-12-15,389.09356689453125,390.75,392.3999938964844,388.0,389.04998779296875,9087687
2025-12-16,386.355224609375,388.0,391.20001220703125,384.75,390.75,8700626
2025-12-17,383.96539306640625,385.6000061035156,388.3999938964844,385.0,388.0,6612962
2025-12-18,381.82452392578125,383.45001220703125,386.79998779296875,380.45001220703125,384.04998779296875,7510229
2025-12-19,391.1846618652344,392.8500061035156,393.5,383.5,383.5,11595429
2025-12-22,397.2588195800781,398.95001220703125,399.29998779296875,392.8999938964844,393.0,9321669
2025-12-23,397.7068786621094,399.3999938964844,402.5,395.75,399.0,7734965
2025-12-24,398.3043518066406,400.0,403.6499938964844,397.6000061035156,399.0,8097208
2025-12-26,396.76092529296875,398.45001220703125,407.54998779296875,397.1499938964844,403.0,13284184
2025-12-29,391.58294677734375,393.25,403.45001220703125,392.45001220703125,401.0,15690096
2025-12-30,391.6327209472656,393.29998779296875,397.0,389.54998779296875,395.79998779296875,37726382
2025-12-31,397.9060363769531,399.6000061035156,401.29998779296875,395.70001220703125,395.8999938964844,9409818
2026-01-01,396.01409912109375,397.70001220703125,400.75,394.6000061035156,399.8999938964844,6084786
2026-01-02,401.44097900390625,403.1499938964844,405.6000061035156,398.95001220703125,399.6499938964844,10950368
2026-01-05,412.04583740234375,413.79998779296875,418.6000061035156,402.79998779296875,402.8500061035156,26097635
2026-01-06,411.34881591796875,413.1000061035156,415.70001220703125,410.20001220703125,414.70001220703125,9927677
2026-01-07,413.88800048828125,415.6499938964844,416.25,409.54998779296875,413.1000061035156,8279218
2026-01-08,413.88800048828125,415.6499938964844,422.95001220703125,414.04998779296875,415.70001220703125,22238704
2026-01-09,416.8752746582031,418.6499938964844,424.54998779296875,415.8500061035156,417.0,22963210
2026-01-12,415.9293212890625,417.70001220703125,419.79998779296875,410.6000061035156,419.5,14594852
2026-01-13,411.9462890625,413.70001220703125,422.3500061035156,409.3999938964844,419.75,13393010
2026-01-14,415.8297424316406,417.6000061035156,420.79998779296875,411.0,411.0,17676239
2026-01-15,415.8297424316406,417.6000061035156,417.6000061035156,417.6000061035156,417.6000061035156,0
2026-01-16,408.5108947753906,410.25,417.25,406.3500061035156,416.54998779296875,18888193
2026-01-19,411.0500793457031,412.79998779296875,414.8999938964844,407.70001220703125,410.0,8012134
2026-01-20,407.6147155761719,409.3500061035156,415.3999938964844,406.0,413.8999938964844,32732305
2026-01-21,400.943115234375,402.6499938964844,409.5,397.0,406.5,19150437
2026-01-22,415.531005859375,417.29998779296875,418.29998779296875,406.0,406.0,19763144
2026-01-23,408.958984375,410.70001220703125,419.0,408.5,419.0,12715222
2026-01-27,414.1867370605469,415.95001220703125,419.25,411.6000061035156,416.45001220703125,15482165
2026-01-28,451.0796813964844,453.0,457.5,417.29998779296875,418.0,71986647
2026-01-29,442.6156921386719,444.5,455.95001220703125,438.25,454.25,42412510
2026-01-30,447.09661865234375,449.0,451.95001220703125,439.29998779296875,446.8500061035156,36684903
2026-02-02,437.23858642578125,439.1000061035156,441.3500061035156,420.25,432.0,43652893
2026-02-03,437.0892333984375,438.95001220703125,460.0,435.25,460.0,26696516
2026-02-04,437.33819580078125,439.20001220703125,443.3999938964844,433.79998779296875,436.79998779296875,12400181
2026-02-05,431.06488037109375,432.8999938964844,439.0,428.1499938964844,439.0,14345511
2026-02-06,427.8286437988281,429.6499938964844,433.3999938964844,425.54998779296875,433.0,11078888
2026-02-09,435.4461975097656,437.29998779296875,439.6000061035156,429.5,432.0,12162696
2026-02-10,435.4461975097656,437.29998779296875,441.29998779296875,433.54998779296875,438.0,10878065
2026-02-11,435.6951599121094,437.54998779296875,438.70001220703125,434.3500061035156,438.70001220703125,8274702
2026-02-12,442.01824951171875,443.8999938964844,444.95001220703125,434.6000061035156,437.0,16140306
2026-02-13,433.7036437988281,435.54998779296875,446.20001220703125,432.79998779296875,443.8999938964844,14086068
2026-02-16,436.14324951171875,438.0,438.6000061035156,429.1000061035156,433.04998779296875,8156650
2026-02-17,444.95574951171875,446.8500061035156,449.3500061035156,440.29998779296875,442.0,17963084
2026-02-18,445.8021545410156,447.70001220703125,453.5,446.1499938964844,450.0,14341134
2026-02-19,433.5044860839844,435.3500061035156,449.25,432.95001220703125,447.70001220703125,9791516
2026-02-20,439.2799072265625,441.1499938964844,445.3999938964844,433.70001220703125,435.0,9533724
2026-02-23,437.8858337402344,439.75,445.29998779296875,435.70001220703125,442.79998779296875,12915631
2026-02-24,433.20574951171875,435.04998779296875,437.5,430.3500061035156,437.0,12223376
2026-02-25,437.437744140625,439.29998779296875,441.0,433.54998779296875,435.0,9469190
2026-02-26,447.1463928222656,449.04998779296875,449.8999938964844,440.0,440.6000061035156,13738213
2026-02-27,442.81488037109375,444.70001220703125,449.0,441.70001220703125,448.6000061035156,22732811
2026-03-02,452.0256652832031,453.95001220703125,456.70001220703125,441.70001220703125,442.1000061035156,35034174
2026-03-04,444.95574951171875,446.8500061035156,460.8500061035156,444.5,460.0,35193505
2026-03-05,458.04998779296875,460.0,467.8999938964844,445.8500061035156,448.79998779296875,38023711
2026-03-06,468.45001220703125,468.45001220703125,473.45001220703125,460.3500061035156,462.0,28154230
2026-03-09,457.3500061035156,457.3500061035156,470.0,450.0,470.0,21898419
2026-03-10,463.3500061035156,463.3500061035156,465.79998779296875,453.54998779296875,465.0,19398151
2026-03-11,454.1000061035156,454.1000061035156,469.79998779296875,453.25,463.5,16015126
2026-03-12,453.54998779296875,453.54998779296875,455.0,448.5,452.0,14089623
2026-03-13,439.3999938964844,439.3999938964844,452.3999938964844,433.6499938964844,451.8999938964844,19502809
2026-03-16,429.5,429.5,437.79998779296875,422.25,431.8999938964844,22324389
2026-03-17,439.3500061035156,439.3500061035156,441.04998779296875,430.29998779296875,432.45001220703125,14421128
2026-03-18,442.6000061035156,442.6000061035156,447.75,440.5,445.45001220703125,13700203
2026-03-19,430.79998779296875,430.79998779296875,439.0,428.3999938964844,436.1000061035156,12237975
2026-03-20,426.1000061035156,426.1000061035156,438.95001220703125,424.70001220703125,432.20001220703125,17599734
2026-03-23,405.5,405.5,421.75,404.0,420.6000061035156,18894757
2026-03-24,414.45001220703125,414.45001220703125,417.45001220703125,408.75,412.5,14642804
2026-03-25,413.45001220703125,413.45001220703125,422.0,412.54998779296875,416.29998779296875,15134997
2026-03-27,404.75,404.75,413.45001220703125,403.25,411.8999938964844,21818224
2026-03-30,400.6499938964844,400.6499938964844,413.25,399.3500061035156,400.0,22694742
2026-04-01,418.70001220703125,418.70001220703125,430.20001220703125,412.6499938964844,415.0,25301241
2026-04-02,421.6000061035156,421.6000061035156,423.6000061035156,407.5,417.0,19686517
2026-04-06,427.1499938964844,427.1499938964844,428.04998779296875,420.0,422.0,12327836
2026-04-07,427.79998779296875,427.79998779296875,429.0,420.6499938964844,424.0,11417162
2026-04-08,433.1000061035156,433.1000061035156,440.0,428.79998779296875,440.0,20054221
2026-04-09,439.75,439.75,443.29998779296875,424.5,425.0,19917307
2026-04-10,442.45001220703125,442.45001220703125,447.45001220703125,440.45001220703125,444.1000061035156,10833065
2026-04-13,441.54998779296875,441.54998779296875,445.5,434.0,435.0,15149734
2026-04-15,447.6499938964844,447.6499938964844,449.20001220703125,444.79998779296875,447.5,9915383
2026-04-16,455.6499938964844,455.6499938964844,457.0,448.8999938964844,449.8500061035156,12197884
2026-04-17,462.75,462.75,463.75,454.45001220703125,458.0,14128030
2026-04-20,457.54998779296875,457.54998779296875,464.3999938964844,456.0,462.0,9914017
2026-04-21,451.5,451.5,461.79998779296875,449.45001220703125,457.5,13492130
2026-04-22,448.70001220703125,448.70001220703125,451.8500061035156,444.70001220703125,450.79998779296875,11538028
2026-04-23,449.95001220703125,449.95001220703125,455.70001220703125,444.5,451.70001220703125,15021500
2026-04-24,444.45001220703125,444.45001220703125,451.20001220703125,438.75,450.0,11651499
